Age of Vehicle,Speed,Road Type,Traffic Conditions,Temperature,Wind Speed,NOx Emissions
25,31.22688252,Highway,Free flow,17.73711863,6.949434083,1.651279181
26,13.30698279,Highway,Moderate,8.112361522,18.44154602,1.349552877
20,95.66599993,City,Moderate,38.75024133,17.04381509,1.121450416
18,53.59740832,City,Free flow,30.91939898,11.18041338,0.433633818
13,38.87603194,Highway,Moderate,31.10327054,5.054309811,0.551357292
2,93.60361291,City,Free flow,20.15373521,16.68274741,1.38284515
13,33.96165637,Highway,Free flow,11.10572969,12.39261895,1.232677166
6,88.23552576,City,Heavy,-9.340995685,10.93748818,0.332597365
5,78.43553188,Rural,Free flow,33.14459114,7.168366964,1.325132987
7,7.855646556,Rural,Free flow,-3.669145173,12.71798956,0.59778199
18,98.54762552,Highway,Free flow,35.62620427,13.76960994,0.925621203
21,77.17891237,Highway,Moderate,36.86080869,15.17082753,1.161203727
19,108.3260322,Highway,Free flow,-0.739441472,7.854694158,1.348010647
6,37.85333593,City,Moderate,38.54603605,0.152532862,0.808627133
17,109.3911808,Rural,Free flow,27.17759099,1.437674097,1.587028952
17,106.0182891,Rural,Moderate,4.250136498,16.88063099,1.291003511
28,53.93301579,City,Free flow,26.55839306,15.51862721,0.190594957
28,72.84983567,City,Moderate,8.151752485,11.94327673,0.246617094
11,35.68773278,City,Moderate,25.63287437,17.65896646,0.591843579
24,56.8659448,Highway,Moderate,29.61334363,0.913460098,1.096609028
12,23.15387909,Rural,Heavy,11.42929731,1.435933191,0.397910876
13,17.58744034,Highway,Free flow,8.64495001,19.06649321,1.457590674
15,55.80079587,City,Heavy,29.01796209,15.689198,0.390333133
17,94.83842946,Highway,Free flow,2.665966834,10.53811373,1.085463106
25,84.48996431,Rural,Heavy,4.864544211,14.81784909,0.724831582
15,61.23687171,Rural,Moderate,12.21928439,1.179404007,0.159521687
6,50.86482073,City,Moderate,15.22424955,12.41371964,1.020031181
4,108.4454918,Rural,Heavy,1.369918241,5.728782628,0.509748792
2,77.04638972,City,Heavy,38.4790177,17.21973035,1.243490712
18,102.3495504,Highway,Free flow,10.59962124,13.7715799,0.249967415
5,105.8991753,Highway,Moderate,28.3042682,1.309680758,0.339717889
23,12.42635306,City,Free flow,31.37196167,0.783966141,0.956056055
3,97.84101914,Highway,Moderate,5.606865689,18.00479895,1.010165676
1,117.1063426,Rural,Free flow,2.477277897,3.434926948,0.924948119
29,20.81164443,Highway,Heavy,38.75844761,18.99966264,1.803638184
21,94.91584786,Highway,Free flow,37.22845374,17.67882637,1.01103371
0,84.38806273,Highway,Moderate,15.92132039,5.143223927,1.47139757
9,31.15353715,City,Heavy,8.776960023,0.651716723,1.47135433
24,50.86496921,Rural,Moderate,34.46213559,14.20831999,0.915752986
14,6.117211616,City,Moderate,21.92771755,18.68264786,1.81396556
5,23.19767967,Rural,Moderate,5.368716362,13.06554593,0.208282108
10,64.50233115,City,Heavy,12.64653992,18.34741583,1.747591565
13,40.27034522,Highway,Free flow,3.529035636,14.52313104,0.594885214
24,19.18121856,Highway,Moderate,10.04046442,8.352538796,0.799154094
11,49.94310092,Highway,Moderate,35.947603,19.76188724,1.301591734
9,94.48599751,Rural,Moderate,7.122425209,1.980336442,0.267976816
17,25.27698508,Highway,Moderate,14.48095221,7.466516593,1.993982105
15,32.66389671,City,Moderate,5.460190969,7.28034489,0.29470496
29,14.95254835,Highway,Heavy,-4.993852682,11.51815472,1.978220555
11,75.74521642,Highway,Moderate,21.17285623,1.938422988,0.118955052
15,39.75014964,Rural,Free flow,-0.64991471,6.378012415,1.916429306
19,30.9082839,Rural,Heavy,37.91834464,14.8034764,0.320312904
0,14.45078714,Highway,Heavy,34.71044384,14.91159596,0.229824333
3,73.26111783,City,Moderate,-0.53001732,8.580409854,0.107105754
22,95.86958013,Rural,Heavy,6.594161896,6.59651918,1.768491332
6,21.13031501,Rural,Heavy,8.467478108,13.94754108,1.620548771
15,44.43057407,Highway,Moderate,7.318949365,19.97783926,0.574221428
13,99.18511873,Rural,Moderate,8.58555529,3.753370696,0.284059871
10,10.75592137,Rural,Free flow,38.01270054,18.50603634,1.422637805
22,109.3538607,City,Free flow,18.27486526,12.85071449,1.896659563
17,46.48124876,Rural,Moderate,22.04231164,16.3389448,1.5130795
10,41.80650133,Highway,Heavy,29.10017905,10.65426347,0.574733328
17,105.6918014,Highway,Moderate,26.06929396,4.143552641,1.185470508
24,47.06642743,Highway,Moderate,9.169732218,15.47536967,0.35439511
0,59.73107269,Highway,Moderate,32.50551124,4.786796818,1.514453428
4,79.49252961,Rural,Moderate,20.6067229,9.343147394,1.104091598
9,40.96676664,Highway,Free flow,20.69687728,9.442246174,1.177335921
13,88.02316691,City,Moderate,17.96590045,8.705250766,0.144086722
1,37.17986694,Rural,Free flow,31.13128741,15.32861457,0.768266136
9,47.29374914,City,Free flow,32.61685549,7.90790829,0.62434291
21,85.16187877,Highway,Free flow,8.749265647,4.255566989,0.541495327
18,59.34047568,City,Heavy,36.85006328,16.2856295,1.045418797
16,83.6332351,City,Moderate,2.003248163,15.16269863,0.957383903
23,26.43434013,Rural,Heavy,6.371325282,5.794031518,1.018356946
25,90.35772888,Rural,Heavy,24.22247534,2.192561467,1.36785395
3,8.038751102,Rural,Heavy,22.73921836,4.288524084,1.652213355
28,64.17936939,City,Heavy,32.42376242,9.867116967,1.357169356
24,35.79164317,Rural,Free flow,21.66515198,1.340349294,1.969544709
5,65.0589729,City,Moderate,8.867711464,3.784901475,0.867878613
26,52.79524518,Highway,Moderate,30.49537051,16.1749647,1.524343318
3,102.150236,Highway,Heavy,27.60043729,13.41887584,1.269490528
18,69.540173,Rural,Heavy,-2.804448368,15.76171968,0.196771086
16,22.67702416,Rural,Heavy,14.60759846,10.00914398,0.966255173
9,73.12364538,Highway,Moderate,-8.68777565,19.70211163,0.41419425
2,8.204505517,Rural,Moderate,7.200932508,4.801962288,1.475832911
29,54.88164311,Highway,Heavy,-8.62905423,4.879387408,0.674360445
2,79.68259281,Highway,Moderate,15.40826359,3.018479973,1.645683391
24,1.619672506,City,Heavy,27.67746735,4.225267361,0.261364405
14,108.0527472,Rural,Free flow,19.97869522,17.74874683,1.176528937
19,41.45541277,City,Free flow,22.18920377,6.334582471,0.661891065
28,101.7353068,Rural,Moderate,0.148618884,10.50993147,1.15566105
9,1.344133847,City,Free flow,16.19016991,17.80755098,0.9092267
17,93.42879191,City,Free flow,9.220489858,13.81868296,1.775285556
22,59.99052329,Rural,Heavy,28.39000867,2.280251877,1.855980794
11,11.50195605,Highway,Moderate,17.65311388,1.689823388,1.635705307
11,15.86881493,Rural,Moderate,10.05138334,1.348861062,0.411580204
13,29.49975219,City,Moderate,38.86970104,18.42765292,1.687055282
29,64.6989268,Highway,Heavy,12.57749991,15.38462327,1.501593989
11,20.54228681,Highway,Moderate,-6.831630177,11.85821871,0.282521254
11,52.223651,Highway,Heavy,30.64497846,4.902815953,1.810970855
1,89.62780023,Rural,Free flow,31.6211891,13.8196992,1.496731357
8,21.0199397,City,Moderate,23.92840184,13.58049744,1.583190051
0,100.2299645,Highway,Moderate,28.18430049,0.180198077,1.107459389
4,111.6589946,City,Heavy,21.59871346,17.09097924,1.975500101
9,113.8536929,Highway,Free flow,-3.202944476,18.63342238,1.235438851
3,97.99300216,Rural,Moderate,26.19247193,9.410924637,0.214397914
28,115.672952,Highway,Free flow,21.93206,2.258347823,1.721712549
4,35.55029398,Rural,Moderate,15.78549693,0.129186109,1.546399227
20,42.65496006,Rural,Free flow,37.09845929,8.830732637,1.542298292
5,10.87236192,Rural,Free flow,-5.666047893,2.273921385,1.203931797
26,114.2429133,City,Moderate,3.23409211,19.96842327,1.781370175
3,90.90063611,Highway,Moderate,24.55955433,12.48358194,1.190212356
18,24.38491119,Rural,Free flow,11.57083631,0.990971841,0.894276462
1,49.30947518,Highway,Heavy,7.467956978,5.095844457,0.29676497
12,61.46742304,Highway,Heavy,38.38933437,3.223274283,0.572070304
14,18.87876741,Rural,Moderate,24.72083061,9.179307405,1.152610183
13,75.3377156,City,Free flow,-7.669211758,15.12604401,0.289979846
21,16.35468931,City,Moderate,-6.034593384,7.690718346,1.834597571
16,98.64390562,City,Free flow,12.0404268,6.618700133,1.799780062
6,10.94571345,City,Heavy,4.081098414,1.479533811,1.738207102
11,46.66773968,Highway,Moderate,-2.46426509,8.854040764,1.40901345
14,81.87388855,Rural,Heavy,0.40358491,19.48388973,1.305398692
13,62.58516393,Rural,Heavy,5.994298409,17.31234746,0.283425323
4,51.80924908,Highway,Heavy,39.91355501,7.357727929,1.857538821
18,21.83947456,Rural,Moderate,0.128003397,15.04496914,0.354547235
15,8.466954632,Highway,Heavy,39.12522618,3.61097242,1.031953075
22,55.26439462,City,Heavy,19.75564045,11.0590594,0.916741598
10,27.69184626,Rural,Heavy,5.640051186,16.48311437,0.807581668
27,106.463612,City,Heavy,-6.775744263,17.31315016,0.208470194
24,3.349176527,City,Moderate,-3.909628388,3.577846106,1.050402954
12,14.46262078,Rural,Moderate,12.2910466,16.54322081,0.715392337
3,63.04944851,City,Free flow,5.55165539,15.92363908,0.32006714
11,81.23495251,Highway,Moderate,14.19749818,8.836196166,1.218888001
20,42.51027642,City,Moderate,10.76978532,4.822165558,0.588530766
5,65.31120262,Rural,Heavy,-6.606494849,9.148912351,1.304583414
8,15.98756487,Highway,Free flow,10.56060007,16.32478733,0.514122175
0,0.643116555,Rural,Free flow,6.06751403,12.27266104,0.649191846
25,95.48611218,Rural,Free flow,6.93549379,2.207711893,1.339265062
13,60.13417408,Highway,Moderate,10.11391861,12.56322504,0.75981143
16,85.66476543,Highway,Moderate,6.520723548,8.662883556,0.28502446
1,6.810141861,City,Free flow,26.66882647,8.222809602,0.880016987
17,26.40479086,Highway,Free flow,33.40118605,16.61182462,0.251390807
18,20.01620884,City,Heavy,19.25078039,13.00823223,0.629459665
15,20.76477194,Rural,Free flow,39.78481034,1.25884768,0.990595373
17,65.31262732,City,Moderate,7.702327259,5.253447481,1.946199392
16,56.57476091,Highway,Moderate,4.400873203,17.8958231,1.552681095
22,111.0781448,Rural,Moderate,-0.331091084,16.67249511,1.535173328
14,34.91874181,City,Heavy,30.45699702,15.82864088,0.465492624
13,52.36719113,Highway,Free flow,-6.888034644,16.6194906,0.392679776
2,10.34145929,Rural,Heavy,3.746936232,14.23231253,1.855477318
7,22.74023704,Highway,Heavy,9.053226929,2.553966942,1.115558472
5,83.23794173,City,Free flow,18.53010567,1.660756887,1.185143833
16,85.07411092,Highway,Moderate,5.302957283,11.25868392,1.62317433
18,67.55003041,Rural,Free flow,13.30037744,2.834241367,1.543514363
25,72.00198097,City,Heavy,9.854192929,16.10353439,0.995828634
10,17.85222914,Rural,Heavy,-8.577157515,4.143125329,1.866512818
22,40.32073957,Highway,Moderate,3.477713416,16.04976079,1.932003189
25,84.29994879,Highway,Free flow,15.01372367,6.686991029,0.403659391
17,102.7307216,Rural,Moderate,30.94819739,12.42389132,1.603993449
29,92.54180353,Rural,Heavy,7.909961179,10.49589785,1.195591252
23,80.8199833,Highway,Free flow,30.70679395,2.150467582,1.018440841
28,78.63135148,City,Free flow,33.11743747,2.66821781,1.500685226
21,117.1980667,Highway,Moderate,-4.349190797,2.222384842,0.214843793
11,67.38348877,City,Free flow,9.727375224,15.61573175,0.19817968
5,47.05601191,Highway,Free flow,-8.305998593,12.6768889,1.101709424
27,56.90272331,Rural,Free flow,27.48351796,12.76075092,1.454332579
16,68.93455659,Rural,Heavy,14.76184915,19.07959738,1.002474406
26,52.61487366,Rural,Heavy,-3.490315885,2.338628305,0.493490989
14,14.56841998,Rural,Free flow,1.985313012,1.890971324,1.321451859
21,118.6171527,Highway,Heavy,17.66286696,3.157213213,0.587712763
2,72.22171561,Highway,Heavy,5.348803247,8.587557186,1.226608332
4,35.02050282,Highway,Heavy,12.39974858,14.01669807,0.206196181
27,37.12813205,Rural,Free flow,-0.073259332,14.27168943,0.738641882
12,101.3817848,City,Moderate,16.21252918,6.803624355,1.31724792
28,20.56202916,Rural,Heavy,-4.242514442,6.58920294,1.463101225
10,38.30252521,Highway,Heavy,-1.626500207,4.276436667,0.432239066
29,40.68916102,Highway,Heavy,-0.670741735,16.72231211,0.699327677
13,72.42126497,Rural,Moderate,-2.665596123,9.688257019,0.339681496
8,6.474135873,City,Moderate,29.77119053,14.98846987,1.886645515
6,28.25279757,Highway,Moderate,34.13414087,2.084794765,1.947324445
0,111.8564181,Highway,Moderate,16.29285896,13.47270933,1.026481635
29,108.9434505,City,Heavy,25.52910018,15.96091676,1.194400316
26,75.80371114,Highway,Moderate,37.82030446,11.42381947,0.136202343
29,20.43058593,City,Moderate,18.13668195,7.742578292,1.783277282
29,101.9756005,Rural,Free flow,21.8075704,14.59114632,1.564506813
22,90.54260697,Rural,Free flow,38.54014942,11.04190973,0.77997025
14,64.87184473,Rural,Heavy,-2.750532574,5.895133966,0.155617443
27,39.32157288,City,Free flow,33.22629512,1.814818845,1.673921968
29,51.51467404,Rural,Heavy,6.988671347,8.330652992,1.261188627
17,21.25814634,City,Heavy,12.55119659,16.42654583,1.129080207
13,115.7071147,Rural,Heavy,33.48122446,16.24487688,0.761003799
17,12.91061335,Highway,Moderate,0.549671131,18.09780859,0.256617878
5,88.77796013,Highway,Moderate,-5.353632999,15.07643791,1.120722292
28,80.58182924,Highway,Heavy,30.18861507,10.86215083,1.222004008
7,25.59443015,Rural,Free flow,22.25341535,16.14021193,1.243303486
25,61.57470754,Rural,Moderate,27.79085983,11.89561174,0.380099538
17,56.75849532,Highway,Free flow,15.11255287,2.559211913,1.470496955
21,64.95960931,City,Heavy,-3.962943765,1.663998043,1.739214777
20,86.714505,City,Moderate,15.25355634,2.108977362,0.392625787
20,71.69797605,City,Moderate,-2.939233259,7.895322277,1.195679821
20,3.223982663,City,Heavy,27.30244571,12.69383701,1.739529349
17,4.033108826,Highway,Moderate,-5.253473517,5.713347327,0.432211263
12,12.6138814,City,Moderate,27.2341459,15.41153663,1.267074879
0,30.14776582,City,Moderate,15.37221623,4.783767745,1.709298243
3,45.50986688,City,Free flow,27.1169696,0.477799034,1.923763168
16,72.94194348,Highway,Free flow,12.04501588,12.87756243,1.880597367
7,97.80221974,City,Free flow,3.986032912,1.881593101,1.649977889
7,115.0020676,City,Free flow,29.83091424,15.28304746,0.559034554
26,75.03156331,City,Free flow,11.05627366,13.06175613,0.822370214
16,72.5398311,Highway,Moderate,-3.247338665,7.045241194,0.909398146
22,35.41313615,Rural,Heavy,18.18322403,16.83722761,1.68816349
26,48.66161967,City,Moderate,3.511167202,13.03126084,0.840276855
2,104.5627099,City,Heavy,31.72707577,15.90644835,0.390193338
2,77.24867935,Rural,Moderate,-8.275620678,17.32192915,1.046433744
0,110.6878198,City,Free flow,35.49010026,15.41717735,0.342609624
17,114.9050046,Rural,Free flow,-1.202063097,16.0337306,1.645642132
7,54.86764869,Highway,Moderate,5.344388618,5.050304483,1.310078933
26,71.57347074,City,Heavy,1.687817545,0.129527385,1.003211597
29,77.33145896,Highway,Moderate,-6.069342772,9.390559439,0.838651473
4,16.98976223,Rural,Moderate,12.61590527,12.01743882,1.572578395
7,5.184343722,City,Heavy,4.605670625,2.540252331,1.10156647
29,56.31262156,Highway,Moderate,-7.326076997,2.284664892,0.308368389
17,11.50436096,City,Heavy,36.17739249,0.728677461,0.386270652
14,46.57424289,Rural,Moderate,37.15200572,5.698184313,1.421691241
25,51.95745193,City,Moderate,36.03230176,1.285003502,0.355533862
7,2.80064194,Highway,Heavy,-9.01974513,8.543264931,1.728041538
9,88.11277607,Rural,Heavy,9.199103896,4.751925785,1.040483252
13,97.0188545,Highway,Free flow,-2.125568073,18.4404833,0.230061283
11,106.8973697,Highway,Moderate,-0.881677399,19.75995992,1.004893997
25,88.37608649,Highway,Moderate,12.54448075,17.13647558,1.363786562
24,83.33714753,Rural,Heavy,35.72444685,7.496743742,0.734759286
1,12.75565384,Highway,Heavy,39.47636706,19.24451732,1.942182684
20,23.67033333,City,Free flow,13.99402342,2.908131547,0.73209135
28,26.474869,Highway,Moderate,5.616537856,1.375316348,0.448331051
22,110.2288176,Highway,Moderate,18.78530427,6.460337326,1.286468743
22,112.4380458,City,Free flow,33.64850621,10.10555076,1.198866558
19,12.5852266,Rural,Free flow,32.51200138,14.58595973,0.997590253
7,63.71324773,Highway,Moderate,4.39715648,3.320119462,0.784758491
3,6.387274185,Highway,Heavy,6.58000154,0.652450272,1.06687644
8,48.45956357,Rural,Free flow,30.89598822,13.69584407,1.451790149
19,84.59037796,Highway,Moderate,35.3921886,1.004745736,1.065550575
9,3.043413259,City,Moderate,27.9890897,14.8370114,1.914584589
13,113.0341084,Rural,Heavy,34.64496463,15.10136509,0.754613597
8,114.2447909,Highway,Heavy,22.71921421,13.97237454,0.227302835
12,43.07974999,Rural,Moderate,30.86947443,12.60276172,0.940027719
0,24.17459432,Rural,Heavy,29.94949433,17.45098107,1.365528466
13,106.6371817,City,Free flow,25.6083267,9.294941356,1.44186848
0,18.4072107,City,Free flow,11.14114804,7.893367608,1.711407207
3,78.86118063,Highway,Moderate,16.63182859,6.668979753,1.933042384
26,50.27434743,Rural,Free flow,24.08287265,16.80347842,0.899083873
3,57.00452505,Rural,Moderate,4.643459794,16.22795874,0.419733686
4,77.43290756,Highway,Free flow,-8.542711012,2.805531168,0.374868585
19,14.99623418,City,Heavy,-2.626717101,11.25351478,1.854491494
22,91.69041396,City,Heavy,1.562842816,1.073931018,0.865172192
17,4.285045165,Rural,Moderate,2.062131682,0.419390995,1.532198391
16,81.62644846,City,Free flow,29.86920702,0.16064992,0.678077561
26,119.0958095,Rural,Heavy,36.95167021,4.820577584,0.75517697
18,55.83785694,Highway,Heavy,10.56429646,1.437708644,0.170906011
6,4.470865283,Highway,Free flow,36.55466395,1.354705432,0.567274335
17,50.21037405,Highway,Moderate,28.57729208,15.94373458,1.63369678
19,62.12599996,City,Moderate,39.14510381,7.729833712,0.38312988
3,90.64575466,Highway,Moderate,-3.576178404,16.89399746,0.670513174
6,97.3962384,Highway,Free flow,27.93881947,11.04459299,1.064149063
25,116.4856865,Rural,Moderate,38.3409777,17.2417805,1.169646491
12,97.024778,City,Moderate,-7.776474551,8.587535601,0.14630031
9,77.64577097,Highway,Moderate,7.01289998,4.739483761,0.484069995
15,116.5726656,Rural,Heavy,-3.507519204,17.57904173,1.812060173
19,1.661716261,Rural,Moderate,27.1384315,9.275511633,1.957485943
2,56.07951561,Highway,Heavy,6.632488907,6.519140884,0.347070723
27,89.14843235,City,Free flow,23.60313571,2.952728693,0.337388512
28,59.88497493,City,Heavy,34.12597175,12.6422203,0.904667615
27,117.9985917,Rural,Heavy,22.26216712,7.073973656,0.314041417
12,35.1469907,City,Free flow,-7.331703228,14.23593912,1.537021325
19,51.60141614,Rural,Moderate,34.31225745,11.60032621,0.386171364
23,65.00508298,Highway,Heavy,19.81168022,9.389148923,1.60959839
12,41.8912478,City,Heavy,4.361118362,7.199671428,0.25255973
14,68.14778747,City,Free flow,32.11430839,15.45173917,1.636936047
27,104.4966303,Highway,Heavy,-1.848836025,7.197960171,1.951487851
13,41.24898995,City,Free flow,-0.287236267,5.706473303,1.411716472
3,67.70999457,Highway,Heavy,-2.431550407,13.77354419,0.71293805
2,78.81444132,Highway,Free flow,25.27685884,9.198091122,1.212307921
26,112.528798,City,Heavy,1.368421685,5.766705818,0.593959017
28,71.83908666,City,Heavy,13.63918379,11.41019433,0.802040794
9,79.39522338,Highway,Heavy,29.35109767,1.803340031,1.659972913
28,78.0966291,Highway,Moderate,28.00287677,11.52498049,1.14669238
13,30.27256545,City,Moderate,-1.03864222,8.821312358,0.790000456
20,13.1216188,City,Free flow,-7.431805877,15.21295321,1.971406182
10,93.75751541,Highway,Heavy,12.23830588,6.625020348,1.38073682
19,99.5806614,Highway,Free flow,0.186434741,14.47921708,1.271020282
21,20.74729739,City,Free flow,13.05285977,12.11520858,1.59153406
25,7.201298263,Rural,Moderate,16.73743111,15.81193744,0.368584991
13,74.48688144,Highway,Moderate,0.181183188,14.22689798,1.972523693
21,69.76873882,Highway,Heavy,23.98511615,15.91281049,1.859262573
0,24.49515416,City,Free flow,-9.04258544,8.665150168,1.473941162
8,4.472246732,Highway,Free flow,13.92436706,2.05453273,0.505318143
6,3.19743494,Highway,Heavy,3.744474085,9.736773611,0.206218182
22,78.81945746,City,Free flow,17.58377668,10.18476604,1.672031795
10,9.45234167,Highway,Heavy,15.80546165,16.93984297,0.24557448
22,30.14706232,Rural,Free flow,7.461027739,15.44642219,0.490248385
28,97.32957525,City,Heavy,28.09752968,12.9155195,1.278568239
2,119.292274,City,Heavy,1.667512748,19.94584826,1.996837188
6,107.6114216,Rural,Free flow,-5.846627149,13.13261666,0.458313598
3,118.9118596,City,Moderate,26.30599884,19.89537286,1.680194418
25,19.41769686,Highway,Moderate,-6.220476961,18.78220992,1.199468251
3,52.05152926,City,Free flow,4.692094807,9.078530623,0.595244896
12,93.69153153,City,Moderate,15.9295142,18.6737684,1.459605315
15,20.99587679,Rural,Heavy,0.434021139,9.863211885,0.183432331
17,5.279883667,City,Heavy,36.29343454,7.069571304,0.342944861
7,35.69029491,Rural,Heavy,22.26724702,8.258012185,1.38573535
23,35.81556441,Rural,Moderate,3.390297441,8.209693887,1.997388844
16,25.17912431,Highway,Free flow,11.92362533,6.935698684,1.518886078
9,77.25143399,Rural,Heavy,3.9990857,16.89486123,1.227398515
5,79.71619203,Highway,Free flow,36.03280676,1.655680151,1.376170416
12,71.09826971,City,Free flow,-6.268803055,0.392506227,0.75080274
18,96.34189284,Rural,Moderate,34.32354235,3.824208151,1.419562106
21,98.71602664,Rural,Moderate,-2.806029207,2.625188584,1.720920897
9,83.71254017,Rural,Heavy,30.03840206,2.27766055,1.972411113
3,9.189711764,Rural,Heavy,30.6661873,19.8665998,0.419956433
11,70.2266745,Rural,Heavy,-2.4255537,15.1017365,0.965162035
6,46.76019841,City,Moderate,4.772560806,6.711153511,1.197039095
23,70.51527567,Rural,Moderate,38.7704954,9.153439171,0.761289021
23,99.15679528,City,Moderate,8.147191682,5.426802881,1.608090475
25,71.63414606,Highway,Moderate,30.25254017,15.6770729,1.41930582
11,74.27928063,Rural,Moderate,9.285565235,1.469156318,0.630002217
15,71.77593957,City,Moderate,-8.545307849,11.45012585,0.644277883
6,93.38889164,Highway,Free flow,21.02652432,19.3461965,1.952060046
17,47.1541963,Rural,Moderate,33.04390745,10.94261002,0.327963873
20,103.546393,City,Heavy,26.78563051,13.69143106,0.172624102
7,99.3253429,Highway,Heavy,5.799653735,13.10205481,0.192654741
10,22.85153561,Rural,Heavy,38.60630584,13.56277151,0.462913804
9,35.49020367,Highway,Heavy,25.98029248,16.76107087,0.925855001
22,21.85897933,Highway,Heavy,32.41621759,4.037247893,1.480559765
14,31.77152556,Rural,Free flow,-6.405541717,17.42666655,0.231564542
13,2.748703992,City,Heavy,5.824887372,7.191955001,0.366264695
16,10.2299094,Highway,Moderate,29.88991431,8.366359513,0.268041913
29,20.020595,Rural,Free flow,25.86344345,18.61287321,1.528419667
2,29.96596964,Highway,Heavy,8.794207027,7.54214812,1.795964305
19,9.249843163,City,Heavy,4.883775236,1.629032121,1.397888656
25,67.46823861,Highway,Moderate,9.460179685,0.586051061,1.780391973
17,28.52616312,City,Free flow,30.11094043,0.80770309,0.544173253
14,116.4483361,City,Heavy,-2.280760489,2.131569495,1.197697946
28,23.89765398,Highway,Moderate,5.518143584,0.783083219,1.176469977
14,83.97527305,City,Free flow,16.49902593,15.91953088,1.410135042
16,78.47667909,City,Free flow,-8.793516672,19.36113853,1.290041917
3,115.7767104,Highway,Heavy,22.23367817,9.678054105,1.559549768
22,101.4848236,City,Moderate,-2.825495566,7.207274699,1.90326077
26,102.9503458,City,Free flow,31.74157155,3.092724007,1.596003535
3,57.57842177,City,Free flow,26.93117416,8.91847922,0.266320566
26,104.0522101,Rural,Moderate,3.128362547,14.1977914,1.871561251
8,30.24712222,City,Heavy,25.7478928,3.036999238,1.023774414
18,103.7563648,City,Free flow,21.68789486,9.515695399,1.572283162
27,89.98034681,Rural,Free flow,-0.400410894,1.87972691,0.146165403
9,110.8986704,Rural,Heavy,4.249038989,12.30700679,1.366993925
2,58.42182901,Highway,Moderate,-7.966094378,1.116552712,1.663081749
17,18.28488761,Rural,Moderate,-3.724770197,5.032403244,1.364032322
22,103.5251507,City,Moderate,36.325371,14.55665373,1.394068765
17,7.999291593,Highway,Moderate,-3.223274548,5.145940564,1.964807315
22,25.61113608,Rural,Free flow,19.61156675,16.6374924,0.530066625
23,64.34510053,City,Free flow,22.76401876,0.914845696,0.887590568
5,87.01117333,City,Heavy,35.20046066,10.38204771,0.426107147
28,47.25124805,City,Moderate,1.782757973,12.37659373,1.300065792
5,6.276822421,City,Heavy,25.98568301,2.052036463,0.697281594
16,7.620656314,Rural,Free flow,7.500880465,14.23123591,0.507175811
6,73.65587509,Highway,Heavy,22.47415934,5.751383717,1.767453035
3,67.26463057,City,Free flow,11.15423308,3.83028245,1.72024115
26,80.39656187,Highway,Heavy,-3.658423241,7.608192314,1.352548905
13,3.465152312,City,Free flow,39.11843831,4.250635407,0.518212886
1,105.2419874,Rural,Free flow,10.52726801,17.61148391,1.080388279
20,6.769724719,Highway,Moderate,8.309812478,16.71740818,0.911082674
16,14.79768147,Rural,Free flow,25.51994826,8.158302992,0.451550662
8,93.81932552,Rural,Heavy,14.43367453,6.047276063,1.80544402
27,89.95268239,Highway,Heavy,-2.302532267,13.49678632,1.326667976
11,14.47034593,Rural,Moderate,-0.362289929,1.684078674,1.654001918
27,53.3092705,City,Free flow,15.72713996,13.63158574,1.170073364
3,60.797909,Highway,Free flow,-9.546020404,0.508380331,0.925626521
18,66.5261647,Highway,Free flow,-0.879202256,9.27936969,0.362583157
13,119.441078,Rural,Free flow,6.526024964,13.5134671,0.356758087
16,80.32693321,Highway,Moderate,30.1128464,3.215072831,1.756664372
0,109.1009158,City,Moderate,13.08133256,10.90574585,0.359777902
17,19.06889784,City,Heavy,31.11848505,18.70355707,0.391631026
26,67.84794216,Highway,Moderate,-4.976725503,18.19938619,1.964793143
16,72.46302749,Highway,Free flow,33.07626273,2.349532347,0.143255179
2,112.2870658,Rural,Heavy,-4.669947756,10.45291242,1.320326245
25,111.1584059,Highway,Heavy,35.41691606,12.67920247,1.693496928
29,80.58306925,City,Heavy,25.31879629,11.22471558,0.138477244
20,45.20367112,Rural,Moderate,23.91858007,4.185457897,1.502698336
5,54.64412454,City,Moderate,13.2923828,15.23779447,0.808576666
8,78.26029525,City,Heavy,9.168750302,7.150385776,0.720807672
29,66.75646338,Rural,Heavy,-1.056916939,3.995941368,1.743678338
25,8.380434373,Rural,Free flow,26.96432028,6.194971326,1.097034248
4,69.56045222,Rural,Free flow,-3.583346646,14.532998,0.313756052
15,47.48554439,Rural,Free flow,24.35548472,12.93165673,1.470724755
4,95.85726238,City,Moderate,-9.095031396,7.551323735,0.525085168
11,65.18134498,Highway,Heavy,30.21979008,8.608302307,0.429854122
26,53.10134783,City,Heavy,9.084936034,8.547783703,0.923291047
6,90.54420018,Rural,Heavy,22.04730315,2.045264691,0.40805756
12,69.41189256,Rural,Moderate,28.10902141,0.654932566,1.362223633
23,64.80167835,City,Free flow,28.0876133,4.167013362,0.844038192
22,33.30389691,Highway,Free flow,-5.069099017,14.31105841,1.93924087
16,113.6543026,Rural,Heavy,26.71509166,12.61664176,1.279390144
24,52.46579628,Highway,Moderate,5.658060291,9.94311053,0.461316486
1,60.38379932,Rural,Heavy,35.57753167,15.55702391,1.141317136
1,1.357042402,City,Heavy,-7.194602248,13.52545265,0.972059324
25,2.71385498,Highway,Free flow,19.58265802,10.25685978,0.312534893
